Vessel Name,Port call Type,Port Type,Port At call,ATA/ATD,Origin Port Name,Leg Start Port,Intransit,MMSI,IMO
OCEAN ECLIPSE,ARRIVAL,Port,ST MARGARET'S HOPE,2022-09-19 18:54 UTC,ST MARGARET'S HOPE,ST MARGARET'S HOPE,Not in Transit,232029991,0
MM MADRID,DEPARTURE,Port,JEBEL ALI,2022-09-19 18:54 UTC,-,-,Not in Transit,341104000,9128324
NAUTICA TG PUTERIXII,DEPARTURE,Anchorage,MALACCA ANCH,2022-09-19 18:54 UTC,-,-,Not in Transit,533130899,9608166
MALASPINA SKY,DEPARTURE,Marina,SALTERY BAY PUBLIC W,2022-09-19 18:54 UTC,-,-,Not in Transit,316012774,9370458
GAUDOS,ARRIVAL,Port,CIRKEWWA,2022-09-19 18:54 UTC,MGARR,MGARR,Not in Transit,248928000,9176319
PARS 101,DEPARTURE,Port,SHARJAH,2022-09-19 18:54 UTC,-,-,Not in Transit,422762000,9442847
CANNON,ARRIVAL,Port,DARWIN,2022-09-19 18:54 UTC,DARWIN,DARWIN,Not in Transit,503000810,0
AMAMAGNA,ARRIVAL,Port,NYERGESUJFALU,2022-09-19 18:54 UTC,BUDAPEST,BUDAPEST,Not in Transit,269057657,0
FJORDLYS,ARRIVAL,Port,JELSA,2022-09-19 18:54 UTC,STAVANGER,STAVANGER,Not in Transit,257338000,9734953
ARGONAUT,DEPARTURE,Anchorage,KOEGE ANCH,2022-09-19 18:54 UTC,-,-,Not in Transit,219461000,7232690
JEAN ANGO,ARRIVAL,Anchorage,ROUEN ANCH,2022-09-19 18:54 UTC,PORT JEROME,PORT JEROME,Not in Transit,228029800,9614763
ENBARR,DEPARTURE,Port,FLOTTA,2022-09-19 18:54 UTC,-,-,In Transit,235077698,0
PAULINE ANETTE,DEPARTURE,Port,MAINZ,2022-09-19 18:54 UTC,-,-,In Transit,244690402,0
AMBITION,DEPARTURE,Port,DUNKIRK,2022-09-19 18:54 UTC,-,-,Not in Transit,205376690,0
BOR,DEPARTURE,Port,CORUNA,2022-09-19 18:54 UTC,-,-,In Transit,244690038,0
OEL SHRAVAN,DEPARTURE,Port,TUTICORIN,2022-09-19 18:54 UTC,-,-,Not in Transit,353963000,9162368
MADELINE,DEPARTURE,Marina,APOSTLE ISLANDS,2022-09-19 18:54 UTC,-,-,Not in Transit,367332010,0
TONG GU LING,DEPARTURE,Port,XINHIAXIANG,2022-09-19 18:54 UTC,-,-,Not in Transit,413523220,0
VICTORIA OF WIGHT,ARRIVAL,Port,FISHBOURNE,2022-09-19 18:54 UTC,PORTSMOUTH,PORTSMOUTH,Not in Transit,232015630,9791028
TRIANGLE,DEPARTURE,Port,MONDORF,2022-09-19 18:54 UTC,-,-,In Transit,244710133,2314429
TONGRANGONG66,DEPARTURE,Port,NANTONG,2022-09-19 18:54 UTC,-,-,Not in Transit,413792745,0
IPANAGIA TOY KASTROU,ARRIVAL,Port,KALYMNOS,2022-09-19 18:54 UTC,KOS,KALYMNOS ANCH,Not in Transit,237364000,0
BAHARIYE,ARRIVAL,Port,YALOVA,2022-09-19 18:54 UTC,ESKIHISAR,ESKIHISAR,Not in Transit,271043393,8734396
DIHAO19,DEPARTURE,Port,YANGZHOU,2022-09-19 18:54 UTC,-,-,In Transit,413798283,0
PORTAFERRY II,DEPARTURE,Marina,PORTAFERRY,2022-09-19 18:54 UTC,-,-,Not in Transit,235003307,9237436
PR MAXIMA,DEPARTURE,Port,VLISSINGEN STAD,2022-09-19 18:54 UTC,-,-,Not in Transit,244169000,9275933
ENHYDRA,ARRIVAL,Port,SAN FRANCISCO,2022-09-19 18:54 UTC,SAN FRANCISCO,SAN FRANCISCO,Not in Transit,368052630,0
EVOLUTION A,ARRIVAL,Canal,ISTANBUL,2022-09-19 18:54 UTC,YANGZHOU,ISTANBUL ANCH,Not in Transit,636022024,9931226
VICTORY VI,DEPARTURE,Port,PORT MCNEILL,2022-09-19 18:54 UTC,-,-,Not in Transit,316038807,0
SHUN QIANG 19,DEPARTURE,Port,QUANZHOU,2022-09-19 18:54 UTC,-,-,Not in Transit,413363270,8660870
YONGGANGZHONGLIAN1,DEPARTURE,Port,NINGBO,2022-09-19 18:54 UTC,-,-,Not in Transit,412429860,0
DURICHA,ARRIVAL,Port,CHEMPARK LEVERKUSEN,2022-09-19 18:54 UTC,NIEHL,NIEHL,Not in Transit,244630038,0
AURORA WINDS,ARRIVAL,Marina,DOCA DE BELEM,2022-09-19 18:54 UTC,DOCA DE BELEM,DOCA DE BELEM,Not in Transit,263933990,0
ZETA I,ARRIVAL,Anchorage,WILLEMSTAD ANCH,2022-09-19 18:54 UTC,WILLEMSTAD,WILLEMSTAD,Not in Transit,351062000,9539676
BUCHANAN12,DEPARTURE,Port,NEW YORK,2022-09-19 18:54 UTC,-,-,Not in Transit,366993970,0
ZHETONGXIANGCAO00588,ARRIVAL,Port,ZHENJIANG,2022-09-19 18:54 UTC,ZHENJIANG,ZHENJIANG,Not in Transit,413811089,0
FLYING CLOUD,DEPARTURE,Port,BOSTON,2022-09-19 18:54 UTC,-,-,Not in Transit,367578710,0
LOCH SHIRA,ARRIVAL,Port,CUMBRAE SLIP,2022-09-19 18:54 UTC,LARGS,LARGS,Not in Transit,235053239,9376919
DORADO,ARRIVAL,Port,OAKLAND,2022-09-19 18:54 UTC,SAN FRANCISCO,SAN FRANCISCO,Not in Transit,368248520,0
ECHO 1,DEPARTURE,Port,VALLETTA,2022-09-19 18:54 UTC,-,-,Not in Transit,256000615,0
BELLA VITA,ARRIVAL,Port,BREMERTON,2022-09-19 18:54 UTC,BAINBRIDGE ISLAND,BAINBRIDGE ISLAND,Not in Transit,338208999,0
FUYUE006,DEPARTURE,Port,SHENZHEN,2022-09-19 18:54 UTC,-,-,In Transit,413901878,0
TT LIBERTY,DEPARTURE,Port,NORFOLK,2022-09-19 18:54 UTC,-,-,Not in Transit,338240879,0
FORTUNA,ARRIVAL,Port,KESSEL,2022-09-19 18:54 UTC,GRAVE,GRAVE,Not in Transit,244650952,0
MIGUEL TORGA,ARRIVAL,Port,BARREIRO,2022-09-19 18:54 UTC,LISBOA,LISBOA,Not in Transit,263701370,9283368
TONGDASHUNHANG,DEPARTURE,Port,NANJING,2022-09-19 18:54 UTC,-,-,Not in Transit,413833274,0
LONGWEI5169,ARRIVAL,Port,ZHENJIANG,2022-09-19 18:54 UTC,NANJING,NANJING,Not in Transit,413953679,0
JAMES WILLIAM,DEPARTURE,Marina,WORLD FAIR,2022-09-19 18:54 UTC,-,-,Not in Transit,367198950,8654364
GRAND BOHEMIA,ARRIVAL,Port,PRAGUE,2022-09-19 18:54 UTC,PRAGUE,PRAGUE,Not in Transit,270590000,0
SHAN HU HAI,ARRIVAL,Port,SALAVERRY,2022-09-19 18:54 UTC,ANTOFAGASTA,SALAVERRY ANCH,Not in Transit,477730100,9738117
AUSTIN,ARRIVAL,Port,PORT ARTHUR,2022-09-19 18:54 UTC,HOUSTON,HOUSTON,Not in Transit,368097520,0
FAIRPLAY III,DEPARTURE,Port,ROTTERDAM MAASVLAKTE,2022-09-19 18:54 UTC,-,-,Not in Transit,244616000,9365116
TANG XIN 6,ARRIVAL,Port,NINGBO,2022-09-19 18:54 UTC,TAIZHOU,TAIZHOU,Not in Transit,413347670,0
WAN CHI ZHOUHUO 6917,DEPARTURE,Anchorage,CHANGSHU ANCH,2022-09-19 18:54 UTC,-,-,Not in Transit,413812332,0
VAGARI,ARRIVAL,Port,GRAVE,2022-09-19 18:54 UTC,GOUDA,GOUDA,Not in Transit,244620981,3160382
BOQUERON,ARRIVAL,Port,RODMAN,2022-09-19 18:54 UTC,BALBOA,BALBOA,Not in Transit,374744000,0
YUEHAI37,DEPARTURE,Port,GUANGZHOU,2022-09-19 18:54 UTC,-,-,In Transit,413843621,0
ATLAS,DEPARTURE,Anchorage,BROFJORDEN ANCH,2022-09-19 18:54 UTC,-,-,Not in Transit,265030000,8962412
HUAYANG918,DEPARTURE,Port,JINGJIANG,2022-09-19 18:54 UTC,-,-,In Transit,413854584,0
FORT FISHER,ARRIVAL,Port,SOUTHPORT,2022-09-19 18:54 UTC,SOUTHPORT,SOUTHPORT,Not in Transit,367432480,8645143
FAR NIENTE,ARRIVAL,Marina,CAMACHEE,2022-09-19 18:54 UTC,CAMACHEE,CAMACHEE,Not in Transit,386115820,0
BLUE BADGER,ARRIVAL,Port,NANAIMO,2022-09-19 18:54 UTC,TOWNSITE,TOWNSITE,Not in Transit,367501110,0
FLYING CAT 5,DEPARTURE,Port,SPETSES,2022-09-19 18:54 UTC,-,-,Not in Transit,237836900,9134543
HUIAO3316,DEPARTURE,Anchorage,HUIZHOU ANCH,2022-09-19 18:54 UTC,-,-,Not in Transit,412462611,0
00509,ARRIVAL,Port,QUANZHOU,2022-09-19 18:54 UTC,QUANZHOU,QUANZHOU,Not in Transit,800000074,0
VILLA SAN GIOVANNI,ARRIVAL,Port,VILLA SAN GIOVANNI,2022-09-19 18:54 UTC,TREMESTIERI,TREMESTIERI,Not in Transit,247054600,7929126
PATOS,ARRIVAL,Port,POWELL RIVER,2022-09-19 18:54 UTC,TOBA WILDERNESS,TOBA WILDERNESS,Not in Transit,367470750,0
MAYA,ARRIVAL,Port,SISIMIUT,2022-09-19 18:54 UTC,SISIMIUT,SISIMIUT,Not in Transit,331982000,0
STATIA GLORY,DEPARTURE,Anchorage,SINT EUSTATIUS ANCH,2022-09-19 18:54 UTC,-,-,Not in Transit,378113062,9417995
GUIGANGHUAHAI8888,DEPARTURE,Port,NANSHA,2022-09-19 18:54 UTC,-,-,Not in Transit,413846516,0
GERONIMO,DEPARTURE,Port,WIJNEGEM,2022-09-19 18:54 UTC,-,-,In Transit,205477290,0
ADEONA,DEPARTURE,Port,PROCIDA,2022-09-19 18:53 UTC,-,-,Not in Transit,247042900,7717298
RODVENFJORD,ARRIVAL,Port,SOLSNES,2022-09-19 18:53 UTC,AFARNES,AFARNES,Not in Transit,258011780,9889382
KVB DEO GRATIAS,ARRIVAL,Port,FRANKFURT AM MAIN,2022-09-19 18:53 UTC,MUHLHEIM AM MAIN,MUHLHEIM AM MAIN,Not in Transit,244660035,0
AQUA BLUE,DEPARTURE,Port,LAVRIO,2022-09-19 18:53 UTC,-,-,Not in Transit,241620000,7429669
SHANNON BREEZE,ARRIVAL,Port,KILLIMER,2022-09-19 18:53 UTC,TARBERT,TARBERT,Not in Transit,250297000,9224910
CYCLONE CLIPPER,ARRIVAL,Port,LONDON,2022-09-19 18:53 UTC,SILVERTOWN,SILVERTOWN,Not in Transit,235056993,9451800
KVERNES,ARRIVAL,Port,SAEBO,2022-09-19 18:53 UTC,SAEBO,SAEBO,Not in Transit,257297400,7618832
OSTANA I,ARRIVAL,Marina,GROENDALS HAMNEN,2022-09-19 18:53 UTC,STOCKHOLM,STOCKHOLM,Not in Transit,265609500,5266348
COSMOS IV,ARRIVAL,Port,CALLAO,2022-09-19 18:53 UTC,LA PAMPILLA,LA PAMPILLA,Not in Transit,760077166,0
CARISSIMA,DEPARTURE,Port,RICHMOND,2022-09-19 18:53 UTC,-,-,Not in Transit,338452071,0
MARPOL 19,ARRIVAL,Port,ROTTERDAM VONDELING,2022-09-19 18:53 UTC,ROTTERDAM WAALHAVEN,ROTTERDAM WAALHAVEN,Not in Transit,244660653,0
HERJOLFUR,ARRIVAL,Port,VESTMANNAEYJAR,2022-09-19 18:53 UTC,LANDEYJAHOFN,LANDEYJAHOFN,Not in Transit,251337110,9825099
CI TONG 1,DEPARTURE,Anchorage,BAYUQUAN ANCH,2022-09-19 18:53 UTC,-,-,Not in Transit,413701950,9714903
VISTA SUN,ARRIVAL,Port,NYERGESUJFALU,2022-09-19 18:53 UTC,ESZTERGOM,ESZTERGOM,Not in Transit,269057628,0
TOO COOL RUNNINGS,ARRIVAL,Port,ANACORTES,2022-09-19 18:53 UTC,ROCHE HARBOR,ROCHE HARBOR,Not in Transit,367623570,0
RAMPART,ARRIVAL,Marina,VAN ISLE,2022-09-19 18:53 UTC,VAN ISLE,VAN ISLE,Not in Transit,316030507,0
HEINRICH KRIEGER SEN,ARRIVAL,Port,WORMS,2022-09-19 18:53 UTC,MANNHEIM,MANNHEIM,Not in Transit,211475550,0
HUIBERT DIJKSTRA,ARRIVAL,Port,VLIELAND,2022-09-19 18:53 UTC,VLIELAND,VLIELAND,Not in Transit,244587000,0
ARKADIY MINCHENYA,DEPARTURE,Port,VOZNESENYE,2022-09-19 18:53 UTC,-,-,In Transit,273428020,7829637
AUSTRAATT,ARRIVAL,Port,VALSET,2022-09-19 18:53 UTC,BREKSTAD,BREKSTAD,Not in Transit,257044620,9821990
BJONN,ARRIVAL,Port,BREIVIKEN,2022-09-19 18:53 UTC,HAVIK,HAVIK,Not in Transit,257847000,8223048
KOC DHAFER,DEPARTURE,Port,MINA AL AHMADI,2022-09-19 18:53 UTC,-,-,Not in Transit,447213000,9675901
DPC DODDER,ARRIVAL,Port,DUBLIN,2022-09-19 18:53 UTC,DUBLIN,DUBLIN,Not in Transit,250006249,0
SNS 079 C.M.JORLIS,DEPARTURE,Port,BAYONNE,2022-09-19 18:53 UTC,-,-,Not in Transit,227003250,0
DYTHAR,ARRIVAL,Port,GHENT,2022-09-19 18:53 UTC,BERCHEM,BERCHEM,Not in Transit,244129846,0
HAMIDIYE,DEPARTURE,Port,YALOVA,2022-09-19 18:53 UTC,-,-,Not in Transit,271044109,9717577
CHRIS C,ARRIVAL,Marina,LITTLE CREEK BASE,2022-09-19 18:53 UTC,LITTLE CREEK BASE,LITTLE CREEK BASE,Not in Transit,367571880,0
KARISHMA IV,DEPARTURE,Port,HAZIRA,2022-09-19 18:53 UTC,-,-,Not in Transit,419956848,0
MOYSALEN,DEPARTURE,Port,LOKTA,2022-09-19 18:53 UTC,-,-,Not in Transit,257325400,9035175
GOTLAND,DEPARTURE,Port,NYNASHAMN,2022-09-19 18:53 UTC,-,-,Not in Transit,266444000,9783071
BOZCAADA 1,DEPARTURE,Port,TOPCULAR,2022-09-19 18:53 UTC,-,-,Not in Transit,271010163,7036711
ISLAND MARAUDER,DEPARTURE,Marina,SHOAL BAY LODGE,2022-09-19 18:53 UTC,-,-,Not in Transit,316030151,0
SMARAGD,ARRIVAL,Port,SOLVESBORG,2022-09-19 18:53 UTC,BOULOGNE-SUR-MER,NORD-OSTSEE-KANAL,Not in Transit,244967000,9267704
KYROS,ARRIVAL,Port,PORTIMAO,2022-09-19 18:53 UTC,PORTIMAO,PORTIMAO,Not in Transit,263441148,0
MSC MARITINA F,ARRIVAL,Port,ASYAPORT,2022-09-19 18:53 UTC,POTI,ASYAPORT ANCH,Not in Transit,636021990,9160920
LOCH SEAFORTH,ARRIVAL,Port,STORNOWAY,2022-09-19 18:53 UTC,ULLAPOOL,ULLAPOOL,Not in Transit,235101635,9665437
STRAMI,DEPARTURE,Anchorage,SAINT HELENS ANCH,2022-09-19 18:53 UTC,-,-,Not in Transit,311973000,8922254
GILDESKAAL,DEPARTURE,Port,SUND,2022-09-19 18:53 UTC,-,-,Not in Transit,259680000,9081930
LUROY,DEPARTURE,Port,SLENESET,2022-09-19 18:53 UTC,-,-,Not in Transit,257127000,9221047
KEHOE TIDE,ARRIVAL,Port,TANAJIB,2022-09-19 18:53 UTC,RAWABI INTEGRITY,RAWABI INTEGRITY,Not in Transit,576388000,9412270
XIN HAI HU 9,DEPARTURE,Anchorage,BARRANQUILLA ANCH,2022-09-19 18:53 UTC,-,-,Not in Transit,412765420,9631709
HUSAVIK,DEPARTURE,Port,SANDVIKVAAG,2022-09-19 18:53 UTC,-,-,Not in Transit,257042930,9821988
MODA,DEPARTURE,Port,BOSTANCI,2022-09-19 18:53 UTC,-,-,Not in Transit,271002524,8113255
LEGACY,DEPARTURE,Marina,DEER HARBOR,2022-09-19 18:53 UTC,-,-,Not in Transit,338311127,0
SAIL LA VIE,ARRIVAL,Marina,RIVER DUNES,2022-09-19 18:53 UTC,WHITTAKER POINTE,WHITTAKER POINTE,Not in Transit,338392586,0
MAMOLINO 2058,ARRIVAL,Offshore Terminal,GIRASSOL,2022-09-19 18:53 UTC,GIRASSOL,GIRASSOL,Not in Transit,229223000,0
PIREHUEICO,DEPARTURE,Port,MEJILLONES,2022-09-19 18:53 UTC,-,-,Not in Transit,725003931,9362516
QUINSAM,ARRIVAL,Port,VESUVIUS,2022-09-19 18:53 UTC,CROFTON,CROFTON,Not in Transit,316001266,8111386
MISS RACHEL,ARRIVAL,Marina,SOUTH SHORE BOAT,2022-09-19 18:53 UTC,SOUTH SHORE BOAT,SOUTH SHORE BOAT,Not in Transit,366995560,0
SULIANYUNGANGHUO5898,DEPARTURE,Port,NANJING,2022-09-19 18:53 UTC,-,-,Not in Transit,413842558,0
SC 4885 F,DEPARTURE,Anchorage,SINGAPORE ANCH,2022-09-19 18:53 UTC,-,-,Not in Transit,563041222,0
CRYSTAL D TAYLOR,DEPARTURE,Port,OWENSBORO,2022-09-19 18:53 UTC,-,-,In Transit,367522170,0
VELOS TOPAZ,ARRIVAL,Anchorage,ALGECIRAS ANCH,2022-09-19 18:53 UTC,ALGECIRAS,ALGECIRAS,Not in Transit,538010115,9360441
TOR,DEPARTURE,Port,KOKKOLA,2022-09-19 18:53 UTC,-,-,Not in Transit,251282240,0
RHENUS CARISMA,DEPARTURE,Port,WALTROP,2022-09-19 18:53 UTC,-,-,In Transit,244010927,0
EILTANK 16,DEPARTURE,Port,RHEINAU,2022-09-19 18:53 UTC,-,-,In Transit,211500450,0
AINOS,ARRIVAL,Port,LIXOURI,2022-09-19 18:53 UTC,LIXOURI,LIXOURI,Not in Transit,237448900,8989355
COSCO PIRAEUS,DEPARTURE,Port,HOUSTON,2022-09-19 18:53 UTC,-,-,Not in Transit,477001700,9484364
BJOKA,ARRIVAL,Port,UTRECHT,2022-09-19 18:53 UTC,LEMMER,LEMMER,Not in Transit,244730438,0
AIDAPERLA,DEPARTURE,Port,MOLDE,2022-09-19 18:53 UTC,-,-,Not in Transit,247385300,9636967
DANPILOT QUEBEC,DEPARTURE,Anchorage,SKAGEN ANCH,2022-09-19 18:53 UTC,-,-,Not in Transit,219026706,9878462
WANDERER,DEPARTURE,Port,WESTPORT,2022-09-19 18:53 UTC,-,-,Not in Transit,338432206,0
ZHEJIAXINGHUO01938,DEPARTURE,Port,MINHANG,2022-09-19 18:53 UTC,-,-,In Transit,413770741,0
KAPTAN HASRET,ARRIVAL,Marina,KORDONBOYU,2022-09-19 18:53 UTC,KORDONBOYU,KORDONBOYU,Not in Transit,271044397,0
AVALON EXPRESS,DEPARTURE,Shelter,ISTHMUS COVE,2022-09-19 18:53 UTC,-,-,Not in Transit,367192940,8967890
RESEARCH 1,DEPARTURE,Marina,PILLAR POINT,2022-09-19 18:53 UTC,-,-,Not in Transit,338174911,0
FINNOY,ARRIVAL,Port,VOLDA,2022-09-19 18:53 UTC,VOLDA,VOLDA,Not in Transit,259591000,9192507
LIBERTY,DEPARTURE,Port,NORFOLK,2022-09-19 18:53 UTC,-,-,Not in Transit,319039300,9599664
REPOS AILLEURS,ARRIVAL,Port,LELYSTAD HAVEN,2022-09-19 18:53 UTC,MEPPEL,MEPPEL,Not in Transit,244690236,0
JHONI XVIII,DEPARTURE,Port,BUNATI,2022-09-19 18:53 UTC,-,-,Not in Transit,525400378,8653944
MAKOHE,DEPARTURE,Port,CORONEL,2022-09-19 18:53 UTC,-,-,Not in Transit,725001154,9662629
HATT TRICK,DEPARTURE,Port,SAN DIEGO,2022-09-19 18:53 UTC,-,-,Not in Transit,368144520,0
MARIA GEERTRUIDA,ARRIVAL,Port,GENK,2022-09-19 18:53 UTC,MAASTRICHT,MAASTRICHT,Not in Transit,205471390,0
SHAN HU HAI,DEPARTURE,Anchorage,SALAVERRY ANCH,2022-09-19 18:53 UTC,-,-,Not in Transit,477730100,9738117
LAGERTHA,ARRIVAL,Anchorage,WILLEMSTAD ANCH,2022-09-19 18:53 UTC,PUERTO CABELLO,PUERTO CABELLO,Not in Transit,215506000,9410143
LA SALLE,DEPARTURE,Port,MACKINAC ISLAND,2022-09-19 18:53 UTC,-,-,Not in Transit,368041190,0
KVB MODENA,ARRIVAL,Port,BREUKELEN,2022-09-19 18:53 UTC,AMSTERDAM,AMSTERDAM,Not in Transit,244670573,0
PRODIGIO,ARRIVAL,Port,DUISBURG,2022-09-19 18:53 UTC,HAAFTEN,HAAFTEN,Not in Transit,244870478,0
15062 01 01,DEPARTURE,Port,JINZHOU,2022-09-19 18:53 UTC,-,-,Not in Transit,222000011,0
HANG SHENG LONG,DEPARTURE,Port,ZHONGSHAN,2022-09-19 18:53 UTC,-,-,In Transit,412501970,0
HAMLET,ARRIVAL,Port,HELSINGBORG,2022-09-19 18:53 UTC,HELSINGOR,HELSINGOR,Not in Transit,219622000,9150030
FYRHOLM,ARRIVAL,Port,KALUNDBORG,2022-09-19 18:53 UTC,KORSOR,KORSOR,Not in Transit,219007679,0
TRIXIE,DEPARTURE,Marina,ST JOHNS COUNTY,2022-09-19 18:53 UTC,-,-,In Transit,368083520,0
VIKING FJORGYN,ARRIVAL,Port,LEVALLOIS PERRET,2022-09-19 18:53 UTC,PARIS,PARIS,Not in Transit,269057743,0
MARANTA,DEPARTURE,Canal,CANAKKALE,2022-09-19 18:53 UTC,-,-,In Transit,518100206,9206669
ARTEON,ARRIVAL,Port,ROTTERDAM BOTLEK,2022-09-19 18:53 UTC,DUISBURG,LAGE ZWALUWE ANCH,Not in Transit,244780902,0
FERNANDO NAMORA,ARRIVAL,Port,LISBOA,2022-09-19 18:53 UTC,BARREIRO,BARREIRO,Not in Transit,263701380,9283370
RWS 79,ARRIVAL,Port,HANSWEERT,2022-09-19 18:53 UTC,VLISSINGEN,VLISSINGEN,Not in Transit,246587000,9479292
WILLIAM FRANKLAND,ARRIVAL,Marina,WHITE HEAD ISLAND,2022-09-19 18:53 UTC,FUNDY MARINE SERVICE,FUNDY MARINE SERVICE,Not in Transit,316020643,9641168
TREKVOGEL,ARRIVAL,Port,ROTTERDAM BOTLEK,2022-09-19 18:53 UTC,ROTTERDAM MAASVLAKTE,ROTTERDAM MAASVLAKTE,Not in Transit,244750301,0
GOLDEN BEAR,DEPARTURE,Port,SAN FRANCISCO,2022-09-19 18:53 UTC,-,-,Not in Transit,366976780,0
BOTTICELLI,DEPARTURE,Port,BOULOGNE BILLANCOURT,2022-09-19 18:53 UTC,-,-,In Transit,226001140,0
TULIPAN,ARRIVAL,Port,PUERTO LA CRUZ,2022-09-19 18:53 UTC,JOSE TERMINAL,JOSE TERMINAL,Not in Transit,775995140,9743095
SARAH DANN,ARRIVAL,Port,NEW YORK,2022-09-19 18:53 UTC,NEW YORK,NEW YORK,Not in Transit,303029000,0
SOYA III,ARRIVAL,Marina,HORNSTULL,2022-09-19 18:53 UTC,STOCKHOLM,STOCKHOLM,Not in Transit,265519920,5302661
SAN HAURAKI,DEPARTURE,Port,BLUFF,2022-09-19 18:53 UTC,-,-,Not in Transit,512002247,0
SAKETA,DEPARTURE,Port,FRANKFURT AM MAIN,2022-09-19 18:53 UTC,-,-,Not in Transit,205437990,0
MSTX 15,ARRIVAL,Port,ROTTERDAM CENTRUM,2022-09-19 18:53 UTC,ROTTERDAM CENTRUM,ROTTERDAM CENTRUM,Not in Transit,244129776,0
TRANSPORTER,ARRIVAL,Port,FUJAIRAH,2022-09-19 18:53 UTC,FUJAIRAH,FUJAIRAH,Not in Transit,470724000,0
RUTH E HUGHES,ARRIVAL,Port,BOSTON,2022-09-19 18:53 UTC,HINGHAM SHIPYARD,HINGHAM SHIPYARD,Not in Transit,367387420,0
FRIJSENBORG,DEPARTURE,Port,VALLETTA,2022-09-19 18:53 UTC,-,-,Not in Transit,247371500,9645396
MURADIYE,DEPARTURE,Port,ESKIHISAR,2022-09-19 18:53 UTC,-,-,Not in Transit,271043395,8989549
PLATYTERA THASSOU,DEPARTURE,Port,KERAMOTI,2022-09-19 18:53 UTC,-,-,Not in Transit,237871300,8734372
RAPIDE,DEPARTURE,Port,ANTWERP,2022-09-19 18:53 UTC,-,-,In Transit,244620920,0
SPERA,ARRIVAL,Port,KOELN,2022-09-19 18:53 UTC,ANTWERP,ANTWERP,Not in Transit,244058470,0
SV.JURAJ,DEPARTURE,Port,ZADAR,2022-09-19 18:53 UTC,-,-,Not in Transit,238113440,7912159
MSC MARIA PIA,DEPARTURE,Port,QUEBEC,2022-09-19 18:53 UTC,-,-,In Transit,354711000,9155107
WILHELM KROOSS,DEPARTURE,Port,GLUECKSTADT,2022-09-19 18:53 UTC,-,-,Not in Transit,211440680,7121530
ZEYTINBURNU,DEPARTURE,Port,TOPCULAR,2022-09-19 18:53 UTC,-,-,Not in Transit,271002499,8619857
HUAHANGJI8068,ARRIVAL,Port,CHANGZHOU,2022-09-19 18:53 UTC,NANJING,NANJING,Not in Transit,413787722,0
MING JIN CAI NO 36,DEPARTURE,Port,TAICHUNG,2022-09-19 18:53 UTC,-,-,Not in Transit,416005517,0
WANLUJIANGHUO 6618,ARRIVAL,Port,MINHANG,2022-09-19 18:53 UTC,MINHANG,MINHANG,Not in Transit,413760874,0
CHIPOL HUANGHE,DEPARTURE,Port,NEW PLYMOUTH,2022-09-19 18:53 UTC,-,-,Not in Transit,477006700,9703540
SCH 63 QUO VADIS,ARRIVAL,Anchorage,SOUTHWOLD ANCH,2022-09-19 18:53 UTC,SCHEVENINGEN,SCHEVENINGEN,Not in Transit,244020352,9073878
O PORTIPESCA,DEPARTURE,Marina,SESIMBRA,2022-09-19 18:53 UTC,-,-,Not in Transit,263401780,0
ROOSTER,ARRIVAL,Marina,POULSBO YACHT CLUB,2022-09-19 18:53 UTC,JAMES ISLAND,JAMES ISLAND,Not in Transit,367735860,0
VIPER,ARRIVAL,Port,ESMERALDAS,2022-09-19 18:53 UTC,ESMERALDAS ANCH,ESMERALDAS ANCH,Not in Transit,235107081,0
VENEZUELA,DEPARTURE,Port,LIEGE,2022-09-19 18:53 UTC,-,-,In Transit,205407790,0
MIKOTAHI,DEPARTURE,Port,NEW PLYMOUTH,2022-09-19 18:53 UTC,-,-,Not in Transit,512004392,0
SVANHILD,ARRIVAL,Port,GRASO,2022-09-19 18:53 UTC,OEREGRUND,OEREGRUND,Not in Transit,265577480,8409070
RIVER QUEST,DEPARTURE,Marina,HERITAGE OTTAWA,2022-09-19 18:53 UTC,-,-,In Transit,367532570,0
GZG YIN HANG 5 HAO,ARRIVAL,Port,GUISHAN,2022-09-19 18:53 UTC,GUISHAN,GUISHAN,Not in Transit,413238750,0
PRINCESS JOHANNA,DEPARTURE,Port,BONNY,2022-09-19 18:53 UTC,-,-,In Transit,657169300,9764283
BOQUERON,DEPARTURE,Port,BALBOA,2022-09-19 18:53 UTC,-,-,Not in Transit,374744000,0
PAMET,DEPARTURE,Marina,CHATHAM,2022-09-19 18:53 UTC,-,-,Not in Transit,368222740,0
MACUTO,DEPARTURE,Port,PUNTA GUARANAO,2022-09-19 18:53 UTC,-,-,Not in Transit,775994660,9789427
PASCAL LOTA,DEPARTURE,Port,TOULON,2022-09-19 18:53 UTC,-,-,Not in Transit,247385700,9365398
YI YOU 28,ARRIVAL,Port,NANTONG,2022-09-19 18:53 UTC,MINHANG,MINHANG,Not in Transit,413862756,0
ZHEHUXIN56HAO,DEPARTURE,Port,MINHANG,2022-09-19 18:53 UTC,-,-,In Transit,413998095,0
JUMPINPIN,DEPARTURE,Port,RUSSEL ISLAND,2022-09-19 18:53 UTC,-,-,Not in Transit,503680900,0
HAISHUN 4,DEPARTURE,Port,JIMIYA,2022-09-19 18:53 UTC,-,-,Not in Transit,200371504,0
LADY ELISE,DEPARTURE,Port,KHOR AL ZUBAIR,2022-09-19 18:53 UTC,-,-,Not in Transit,518998339,9258595
